AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,410102,ต. นิคมสงเคราะห์,Nikhom Songkhro,4101,อ. เมืองอุดรธานี,Mueang Udon Thani,41,จ. อุดรธานี,Udon Thani,17.365,102.688
4,412503,ต. อุ่มจาน,Um Chan,4125,อ. ประจักษ์ศิลปาคม,Prachaksinlapakhom,41,จ. อุดรธานี,Udon Thani,17.234,103.062
4,650404,ต. วังอิทก,Wang I Thok,6504,อ. บางระกำ,Bang Rakam,65,จ. พิษณุโลก,Phitsanulok,16.665,100.164
4,650810,ต. ชัยนาม,Chai Nam,6508,อ. วังทอง,Wang Thong,65,จ. พิษณุโลก,Phitsanulok,16.839,100.467
4,480705,ต. พิมาน,Phiman,4807,อ. นาแก,Na Kae,48,จ. นครพนม,Nakhon Phanom,16.909,104.540
4,130206,ต. คลองหก,Khlong Hok,1302,อ. คลองหลวง,khlong Luang,13,จ. ปทุมธานี,Pathum Thani,14.117,100.733
4,400902,ต. หนองกุงใหญ่,Nong Kung Yai,4009,อ. กระนวน,Kranuan,40,จ. ขอนแก่น,Khon Kaen,16.646,103.086
4,461402,ต. ไค้นุ่น,Khai Nun,4614,อ. ห้วยผึ้ง,Huai Phueng,46,จ. กาฬสินธุ์,Kalasin,16.612,103.933
4,820203,ต. พรุใน,Phru Nai,8202,อ. เกาะยาว,Ko Yao,82,จ. พังงา,Phang-nga,7.961,98.590
4,640403,ต. ไกรนอก,Krai Nok,6404,อ. กงไกรลาศ,Kong Krailat,64,จ. สุโขทัย,Sukhothai,16.907,100.083
4,480604,ต. นางาม,Na Ngam,4806,อ. เรณูนคร,Renu Nakhon,48,จ. นครพนม,Nakhon Phanom,17.106,104.672
4,451305,ต. ท่าหาดยาว,Tha Hat Yao,4513,อ. โพนทราย,Phon Sai,45,จ. ร้อยเอ็ด,Roi Et,15.493,103.910
4,341910,ต. โพธิ์ศรี,Pho Si,3419,อ. พิบูลมังสาหาร,Phibun Mangsahan,34,จ. อุบลราชธานี,Ubon Ratchathani,15.293,105.237
4,800904,ต. ควนกรด,Khuan Krot,8009,อ. ทุ่งสง,Thung Song,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.149,99.632
4,180303,ต. หนองน้อย,Nong Noi,1803,อ. วัดสิงห์,Wat Sing,18,จ. ชัยนาท,Chai Nat,15.177,100.015
4,451901,ต. หนองฮี,Nong Hi,4519,อ. หนองฮี,Nong Hi,45,จ. ร้อยเอ็ด,Roi Et,15.621,104.000
4,220209,ต. วังสรรพรส,Wang Sappharot,2202,อ. ขลุง,Khlung,22,จ. จันทบุรี,Chanthaburi,12.560,102.290
4,401302,ต. ใหม่นาเพียง,Mai Na Phiang,4013,อ. แวงใหญ่,Waeng Yai,40,จ. ขอนแก่น,Khon Kaen,15.906,102.471
4,640501,ต. หาดเสี้ยว,Hat Siao,6405,อ. ศรีสัชนาลัย,Si Satchanalai,64,จ. สุโขทัย,Sukhothai,17.520,99.784
4,330708,ต. ดู่,Du,3307,อ. ปรางค์กู่,Prang Ku,33,จ. ศรีสะเกษ,Si Sa Ket,14.782,104.027
4,401203,ต. โจดหนองแก,Chot Nong Kae,4012,อ. พล,Phon,40,จ. ขอนแก่น,Khon Kaen,15.856,102.650
4,302304,ต. สีสุก,Si Suk,3023,อ. แก้งสนามนาง,Kaeng Sanam Nang,30,จ. นครราชสีมา,Nakhon Ratchasima,15.640,102.175
4,440305,ต. แพง,Phaeng,4403,อ. โกสุมพิสัย,Kosum Phisai,44,จ. มหาสารคาม,Maha Sarakham,16.260,102.967
4,301904,ต. หนองสรวง,Nong Suang,3019,อ. ขามทะเลสอ,Kham Thale So,30,จ. นครราชสีมา,Nakhon Ratchasima,15.086,101.894
4,960502,ต. ตันหยงลิมอ,Tanyong Limo,9605,อ. ระแงะ,Ra-ngae,96,จ. นราธิวาส,Narathiwat,6.283,101.775
4,300904,ต. สำโรง,Samrong,3009,อ. โนนไทย,Non Thai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.128,102.018
4,310203,ต. บ้านแพ,Ban Phae,3102,อ. คูเมือง,Khu Mueang,31,จ. บุรีรัมย์,Buri Ram,15.388,103.008
4,160404,ต. ห้วยหิน,Huai Hin,1604,อ. ชัยบาดาล,Chai Badan,16,จ. ลพบุรี,Lop Buri,15.154,101.044
4,321604,ต. ปราสาททอง,Prasat Thong,3216,อ. เขวาสินรินทร์,Khwao Sinarin,32,จ. สุรินทร์,Surin,14.976,103.648
4,450411,ต. ดู่น้อย,Du Noi,4504,อ. จตุรพักตรพิมาน,Chaturaphak Phiman,45,จ. ร้อยเอ็ด,Roi Et,15.784,103.467
4,661004,ต. บางลาย,Bang Lai,6610,อ. บึงนาราง,Bueng Na Rang,66,จ. พิจิตร,Phichit,16.208,100.231
4,300104,ต. โคกสูง,Khok Sung,3001,อ. เมืองนครราชสีมา,Mueang Nakhon Ratchasima,30,จ. นครราชสีมา,Nakhon Ratchasima,15.095,102.116
4,190804,ต. บ้านโปร่ง,Ban Prong,1908,อ. หนองโดน,Nong Don,19,จ. สระบุรี,Saraburi,14.716,100.734
4,670316,ต. ลานบ่า,Lan Ba,6703,อ. หล่มสัก,Lom Sak,67,จ. เพชรบูรณ์,Phetchabun,16.680,101.208
4,330314,ต. ผักแพว,Phak Phaeo,3303,อ. กันทรารมย์,Kanthararom,33,จ. ศรีสะเกษ,Si Sa Ket,15.034,104.537
4,620118,ต. ธำมรงค์,Thammarong,6201,อ. เมืองกำแพงเพชร,Mueang Kamphaeng Phet,62,จ. กำแพงเพชร,Kamphaeng Phet,16.330,99.628
4,450406,ต. ดงแดง,Dong Daeng,4504,อ. จตุรพักตรพิมาน,Chaturaphak Phiman,45,จ. ร้อยเอ็ด,Roi Et,15.854,103.669
4,300812,ต. หนองบัวละคร,Nong Bua Lakhon,3008,อ. ด่านขุนทด,Dan Khun Thot,30,จ. นครราชสีมา,Nakhon Ratchasima,15.243,101.863
4,920214,ต. คลองชีล้อม,Khlong Chi Lom,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.433,99.587
4,350308,ต. คำน้ำสร้าง,Kham Nam Sang,3503,อ. กุดชุม,Kut Chum,35,จ. ยโสธร,Yasothon,16.099,104.258
4,330811,ต. โพธิ์กระสังข์,Pho Krasang,3308,อ. ขุนหาญ,Khun Han,33,จ. ศรีสะเกษ,Si Sa Ket,14.628,104.327
4,660703,ต. รังนก,Rang Nok,6607,อ. สามง่าม,Sam Ngam,66,จ. พิจิตร,Phichit,16.432,100.212
4,601002,ต. เนินมะกอก,Noen Makok,6010,อ. พยุหะคีรี,Phayuha Hkiri,60,จ. นครสวรรค์,Nakhon Sawan,15.449,100.200
4,402403,ต. โนนสมบูรณ์,Non Sombun,4024,อ. บ้านแฮด,Ban Haet,40,จ. ขอนแก่น,Khon Kaen,16.259,102.788
4,310122,ต. หลักเขต,Lak Khet,3101,อ. เมืองบุรีรัมย์,Mueang Buri Ram,31,จ. บุรีรัมย์,Buri Ram,14.824,103.159
4,800121,ต. ท่าซัก,Tha Sak,8001,อ. เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.510,100.032
4,310802,ต. โนนเจริญ,Non Charoen,3108,อ. บ้านกรวด,Ban Kruat,31,จ. บุรีรัมย์,Buri Ram,14.464,103.189
4,480402,ต. ไผ่ล้อม,Phai Lom,4804,อ. บ้านแพง,Ban Phaeng,48,จ. นครพนม,Nakhon Phanom,17.989,104.154
4,450210,ต. น้ำอ้อม,Nam Om,4502,อ. เกษตรวิสัย,Kaset Wisai,45,จ. ร้อยเอ็ด,Roi Et,15.639,103.511
4,310117,ต. ลุมปุ๊ก,Lumpuk,3101,อ. เมืองบุรีรัมย์,Mueang Buri Ram,31,จ. บุรีรัมย์,Buri Ram,14.908,102.951
4,650701,ต. วัดโบสถ์,Wat Bot,6507,อ. วัดโบสถ์,Wat Bot,65,จ. พิษณุโลก,Phitsanulok,17.021,100.306
4,310427,ต. หนองโสน,Nong Sano,3104,อ. นางรอง,Nang Rong,31,จ. บุรีรัมย์,Buri Ram,14.737,102.934
4,660412,ต. ทับหมัน,Thap Man,6604,อ. ตะพานหิน,Taphan Hin,66,จ. พิจิตร,Phichit,16.207,100.277
4,301607,ต. กงรถ,Kong Rot,3016,อ. ห้วยแถลง,Huai Thalaeng,30,จ. นครราชสีมา,Nakhon Ratchasima,15.047,102.752
4,480903,ต. บ้านเสียว,Ban Siao,4809,อ. นาหว้า,Na Wa,48,จ. นครพนม,Nakhon Phanom,17.554,104.082
4,130204,ต. คลองสี่,Khlong Si,1302,อ. คลองหลวง,khlong Luang,13,จ. ปทุมธานี,Pathum Thani,14.097,100.687
4,570903,ต. เกาะช้าง,Ko Chang,5709,อ. แม่สาย,Mae Sai,57,จ. เชียงราย,Chiang Rai,20.398,100.010
4,430113,ต. พระธาตุบังพวน,Phrathat Bang Phuan,4301,อ. เมืองหนองคาย,Mueang Nong Khai,43,จ. หนองคาย,Nong Khai,17.736,102.693
4,270801,ต. โคกสูง,Khok Sung,2708,อ. โคกสูง,Khok Sung,27,จ. สระแก้ว,Sa kaeo,13.831,102.719
4,342207,ต. โนนกลาง,Non Klang,3422,อ. สำโรง,Samrong,34,จ. อุบลราชธานี,Ubon Ratchathani,14.959,104.713
4,360603,ต. บ้านขาม,Ban Kham,3606,อ. จัตุรัส,Chatturat,36,จ. ชัยภูมิ,Chaiyaphum,15.474,101.805
4,460807,ต. คำเหมือดแก้ว,Kham Mueat Kaeo,4608,อ. ห้วยเม็ก,Huai Mek,46,จ. กาฬสินธุ์,Kalasin,16.523,103.199
4,270605,ต. ท่าข้าม,Tha Kham,2706,อ. อรัญประเทศ,Aranyaprathet,27,จ. สระแก้ว,Sa kaeo,13.639,102.531
4,161105,ต. ยางโทน,Yang Thon,1611,อ. หนองม่วง,Nong Muang,16,จ. ลพบุรี,Lop Buri,15.248,100.702
4,650107,ต. สมอแข,Samo Khae,6501,อ. เมืองพิษณุโลก,Mueang Phitsanulok,65,จ. พิษณุโลก,Phitsanulok,16.823,100.325
4,570204,ต. เวียงเหนือ,Wiang Nuea,5702,อ. เวียงชัย,Wiang Chai,57,จ. เชียงราย,Chiang Rai,19.932,99.940
4,961101,ต. ปะลุรู,Paluru,9611,อ. สุไหงปาดี,Su-ngai Padi,96,จ. นราธิวาส,Narathiwat,6.073,101.905
4,950803,ต. ห้วยกระทิง,Huai Krathing,9508,อ. กรงปีนัง,Krong Pinang,95,จ. ยะลา,Yala,6.344,101.250
4,331504,ต. เขิน,Khoen,3315,อ. น้ำเกลี้ยง,Nam Kliang,33,จ. ศรีสะเกษ,Si Sa Ket,14.852,104.580
4,341918,ต. โนนกาหลง,Non Kalong,3419,อ. พิบูลมังสาหาร,Phibun Mangsahan,34,จ. อุบลราชธานี,Ubon Ratchathani,14.993,105.336
4,670607,ต. ประดู่งาม,Pradu Ngam,6706,อ. ศรีเทพ,Si Thep,67,จ. เพชรบูรณ์,Phetchabun,15.436,100.971
4,361011,ต. บ้านดอน,Ban Don,3610,อ. ภูเขียว,Phu Khiao,36,จ. ชัยภูมิ,Chaiyaphum,16.305,102.304
4,370102,ต. ไก่คำ,Kai Kham,3701,อ. เมืองอำนาจเจริญ,Mueang Amnat Charoen,37,จ. อำนาจเจริญ,Amnat Charoen,15.804,104.640
4,400304,ต. หนองแวง,Nong Waeng,4003,อ. พระยืน,Phra Yuen,40,จ. ขอนแก่น,Khon Kaen,16.318,102.738
4,810801,ต. เหนือคลอง,Nuea Khlong,8108,อ. เหนือคลอง,Nuea Khlong,81,จ. กระบี่,Krabi,8.086,98.990
4,390310,ต. ปางกู่,Pang Ku,3903,อ. โนนสัง,Non Sang,39,จ. หนองบัวลำภู,Nong Bua Lam Phu,17.003,102.593
4,550510,ต. เจดียชัย,Chedi Chai,5505,อ. ปัว,Pua,55,จ. น่าน,Nan,19.162,100.838
4,420308,ต. หาดทรายขาว,Hat Sai Khao,4203,อ. เชียงคาน,Chiang Khan,42,จ. เลย,Loei,17.743,101.658
4,670807,ต. ศรีมงคล,Si Mongkhon,6708,อ. บึงสามพัน,Bueng Sam Phan,67,จ. เพชรบูรณ์,Phetchabun,15.820,100.835
4,342606,ต. นาห่อม,Na Hom,3426,อ. ทุ่งศรีอุดม,Thung Si Udom,34,จ. อุบลราชธานี,Ubon Ratchathani,14.760,104.855
4,300410,ต. ขามสมบูรณ์,Kham Sombun,3004,อ. คง,Khong,30,จ. นครราชสีมา,Nakhon Ratchasima,15.371,102.403
4,570503,ต. ธารทอง,Than Thong,5705,อ. พาน,Phan,57,จ. เชียงราย,Chiang Rai,19.710,99.723
4,350111,ต. นาสะไมย์,Na Samai,3501,อ. เมืองยโสธร,Mueang Yasothon,35,จ. ยโสธร,Yasothon,15.895,104.246
4,180402,ต. ตลุก,Taluk,1804,อ. สรรพยา,Sapphaya,18,จ. ชัยนาท,Chai Nat,15.195,100.198
4,802304,ต. ทางพูน,Thang Phun,8023,อ. เฉลิมพระเกียรติ,Chaloem Phra Kiet,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.239,99.981
4,380603,ต. ดงบัง,,3806,อ. บึงโขงหลง,Bueng Khong Long,38,จ. บึงกาฬ,Bueng Kan,18.033,104.133
4,360107,ต. ชีลอง,Chilong,3601,อ. เมืองชัยภูมิ,Mueang Chaiyaphum,36,จ. ชัยภูมิ,Chaiyaphum,15.730,101.999
4,310125,ต. สะแกซำ,Sakae Sam,3101,อ. เมืองบุรีรัมย์,Mueang Buri Ram,31,จ. บุรีรัมย์,Buri Ram,14.871,103.099
4,301317,ต. โคกกลาง,Khok Klang,3013,อ. ประทาย,Prathai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.463,102.737
4,900206,ต. คลองรี,Khlong Re,9002,อ. สทิงพระ,Sathing Phra,90,จ. สงขลา,Songkhla,7.542,100.388
4,302205,ต. แหลมทอง,Laem Thong,3022,อ. หนองบุญมาก,Nong Bunmak,30,จ. นครราชสีมา,Nakhon Ratchasima,14.780,102.304
4,720210,ต. บ่อกรุ,Bo Kru,7202,อ. เดิมบางนางบวช,Doem Bang Nang Buat,72,จ. สุพรรณบุรี,Suphan Buri,14.893,99.905
4,350202,ต. ดู่ลาด,Du Lat,3502,อ. ทรายมูล,Sai Mun,35,จ. ยโสธร,Yasothon,16.012,104.208
4,850301,ต. ม่วงกลวง,Muang Kluang,8503,อ. กะเปอร์,Papoe,85,จ. ระนอง,Ranong,9.606,98.515
4,490207,ต. ร่มเกล้า,Romklao,4902,อ. นิคมคำสร้อย,Nikhom Kham Soi,49,จ. มุกดาหาร,Mukdahan,16.381,104.437
4,380408,ต. หนองทุ่ม,,3804,อ. เซกา,Seka,38,จ. บึงกาฬ,Bueng Kan,17.914,103.891
4,451011,ต. เกาะแก้ว,Ko Kaeo,4510,อ. เสลภูมิ,Selaphum,45,จ. ร้อยเอ็ด,Roi Et,16.161,103.868
4,390601,ต. นาเหล่า,Na Lao,3906,อ. นาวัง,Na Wang,39,จ. หนองบัวลำภู,Nong Bua Lam Phu,17.294,102.073
4,700105,ต. ห้วยไผ่,Huai Phai,7001,อ. เมืองราชบุรี,Mueang Ratchaburi,70,จ. ราชบุรี,Ratchaburi,13.510,99.745
4,760514,ต. ท่าแลง,Tha Laeng,7605,อ. ท่ายาง,Tha Yang,76,จ. เพชรบุรี,Phetchaburi,12.961,99.832
4,320911,ต. กุดหวาย,Kut Wai,3209,อ. ศีขรภูมิ,Sikhoraphum,32,จ. สุรินทร์,Surin,14.920,103.868
4,460714,ต. โนนสูง,Non Sung,4607,อ. ยางตลาด,Yang Talat,46,จ. กาฬสินธุ์,Kalasin,16.464,103.207
4,361209,ต. ท่ามะไฟหวาน,Tha Mafai Wan,3612,อ. แก้งคร้อ,Kaeng Khro,36,จ. ชัยภูมิ,Chaiyaphum,16.155,102.097
4,920903,ต. ต.หนองบัว,Nong Bua,9209,อ. รัษฎา,Ratsada,92,จ. ตรัง,Trang,7.978,99.731
4,370115,ต. หนองมะแซว,Nong Masaeo,3701,อ. เมืองอำนาจเจริญ,Mueang Amnat Charoen,37,จ. อำนาจเจริญ,Amnat Charoen,15.774,104.746
4,311013,ต. หินโคน,Hin Khon,3110,อ. ลำปลายมาศ,Lam Plai Mat,31,จ. บุรีรัมย์,Buri Ram,15.057,102.820
4,320906,ต. หนองบัว,Nong Bua,3209,อ. ศีขรภูมิ,Sikhoraphum,32,จ. สุรินทร์,Surin,15.083,103.760
4,321306,ต. สำเภาลูน,Samphao Lun,3213,อ. บัวเชด,Buachet,32,จ. สุรินทร์,Surin,14.570,103.953
4,130403,ต. บึงกาสาม,Bueng Ka Sam,1304,อ. หนองเสือ,Nong Suea,13,จ. ปทุมธานี,Pathum Thani,14.200,100.824
4,330315,ต. จาน,Chan,3303,อ. กันทรารมย์,Kanthararom,33,จ. ศรีสะเกษ,Si Sa Ket,14.995,104.494
4,560206,ต. ห้วยยางขาม,Huai Yang Kham,5602,อ. จุน,Mueang Phayao,56,จ. พะเยา,Phayao,19.378,100.163
4,360309,ต. ศรีสำราญ,Si Samran,3603,อ. คอนสวรรค์,Khon Sawan,36,จ. ชัยภูมิ,Chaiyaphum,15.993,102.339
4,451406,ต. หนองขาม,Nong Kham,4514,อ. อาจสามารถ,At Samat,45,จ. ร้อยเอ็ด,Roi Et,15.800,103.867
4,400907,ต. บ้านฝาง,Ban Fang,4009,อ. กระนวน,Kranuan,40,จ. ขอนแก่น,Khon Kaen,16.769,103.050
4,661002,ต. โพธิ์ไทรงาม,Pho Sai Ngam,6610,อ. บึงนาราง,Bueng Na Rang,66,จ. พิจิตร,Phichit,16.121,100.147
4,341504,ต. ท่าลาด,Tha Lat,3415,อ. วารินชำราบ,Warin Chamrap,34,จ. อุบลราชธานี,Ubon Ratchathani,15.105,104.776
4,830305,ต. ไม้ขาว,Mai Khao,8303,อ. ถลาง,Thalang,83,จ. ภูเก็ต,Phuket,8.147,98.318
4,410106,ต. โนนสูง,Non Sung,4101,อ. เมืองอุดรธานี,Mueang Udon Thani,41,จ. อุดรธานี,Udon Thani,17.287,102.846
4,440613,ต. หนองคูขาด,Nong Khu Khat,4406,อ. บรบือ,Borabue,44,จ. มหาสารคาม,Maha Sarakham,15.938,102.989
4,670108,ต. ดงมูลเหล็ก,Dong Mun Lek,6701,อ. เมืองเพชรบูรณ์,Mueang Phetchabun,67,จ. เพชรบูรณ์,Phetchabun,16.478,101.203
4,220210,ต. ตรอกนอง,Trok Nong,2202,อ. ขลุง,Khlung,22,จ. จันทบุรี,Chanthaburi,12.533,102.275
4,901003,ต. พังลา,Phang La,9010,อ. สะเดา,Sadao,90,จ. สงขลา,Songkhla,6.773,100.464
4,400203,ต. โนนฆ้อง,Non Khong,4002,อ. บ้านฝาง,Ban Fang,40,จ. ขอนแก่น,Khon Kaen,16.416,102.589
4,460502,ต. แจนแลน,Chaen Laen,4605,อ. กุฉินารายณ์,Kuchinarai,46,จ. กาฬสินธุ์,Kalasin,16.554,103.998
4,330703,ต. หนองเชียงทูน,Nong Chiang Thun,3307,อ. ปรางค์กู่,Prang Ku,33,จ. ศรีสะเกษ,Si Sa Ket,14.875,104.101
4,490512,ต. คำบก,Kham Bok,4905,อ. คำชะอี,Khamcha-i,49,จ. มุกดาหาร,Mukdahan,16.499,104.411
4,770608,ต. วังก์พง,Wang Phong,7706,อ. ปราณบุรี,Pran Buri,77,จ. ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.447,99.911
4,620508,ต. หัวถนน,Hua Thanon,6205,อ. คลองขลุง,Khlong Khlung,62,จ. กำแพงเพชร,Kamphaeng Phet,16.267,99.631
4,102107,แขวง แสมดำ,,1021,เขต บางขุนเทียน,Bang Khun Thian,10,กรุงเทพมหานคร,Bangkok,13.605,100.395
4,450506,ต. อุ่มเม้า,Um Mao,4505,อ. ธวัชบุรี,Thawat Buri,45,จ. ร้อยเอ็ด,Roi Et,16.025,103.773
4,160509,ต. ลาดสาลี,Lat Sali,1605,อ. ท่าวุ้ง,Tha Wung,16,จ. ลพบุรี,Lop Buri,14.723,100.487
4,620413,ต. เกาะตาล,Ko Tan,6204,อ. ขาณุวรลักษบุรี,Khanu Woralaksaburi,62,จ. กำแพงเพชร,Kamphaeng Phet,16.103,99.788
4,440801,ต. ปะหลาน,Palan,4408,อ. พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,44,จ. มหาสารคาม,Maha Sarakham,15.503,103.163
4,530702,ต. บ้านดารา,Ban Dara,5307,อ. พิชัย,Phichai,53,จ. อุตรดิตถ์,Uttaradit,17.370,100.130
4,520607,ต. วิเชตนคร,Wichet Nakhon,5206,อ. แจ้ห่ม,Chae Hom,52,จ. ลำปาง,Lampang,18.726,99.557
4,700717,ต. ธรรมเสน,Thammasen,7007,อ. โพธาราม,Photharam,70,จ. ราชบุรี,Ratchaburi,13.669,99.726
4,800613,ต. แม่เจ้าอยู่หัว,Mae Chao Yu Hua,8006,อ. เชียรใหญ่,Chian Yai,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.075,100.094
4,530114,ต. แสนตอ,Saen To,5301,อ. เมืองอุตรดิตถ์,Mueang Uttaradit,53,จ. อุตรดิตถ์,Uttaradit,17.651,100.365
4,160601,ต. ไผ่ใหญ่,Phai Yai,1606,อ. บ้านหมี่,Ban Mi,16,จ. ลพบุรี,Lop Buri,15.089,100.459
4,342401,ต. ดอนมดแดง,Don Mot Daeng,3424,อ. ดอนมดแดง,Don Mot Daeng,34,จ. อุบลราชธานี,Ubon Ratchathani,15.315,105.065
4,801611,ต. เกาะเพชร,Ko Phet,8016,อ. หัวไทร,Hua Sai,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.112,100.291
4,140602,ต. เชียงรากน้อย,Chiang Rak Noi,1406,อ. บางปะอิน,Bang Pa-in,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.160,100.594
4,560310,ต. ร่มเย็น,Rom Yen,5603,อ. เชียงคำ,Mueang Phayao,56,จ. พะเยา,Phayao,19.511,100.504
4,300119,ต. หนองบัวศาลา,Nong Bua Sala,3001,อ. เมืองนครราชสีมา,Mueang Nakhon Ratchasima,30,จ. นครราชสีมา,Nakhon Ratchasima,14.899,102.152
4,670114,ต. น้ำร้อน,Nam Ron,6701,อ. เมืองเพชรบูรณ์,Mueang Phetchabun,67,จ. เพชรบูรณ์,Phetchabun,16.322,101.187
4,800119,ต. บางจาก,Bang Chak,8001,อ. เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.376,100.061
4,930513,ต. ชะมวง,Chamuang,9305,อ. ควนขนุน,Khuan Khanun,93,จ. พัทลุง,Phatthalung,7.765,99.956
4,460117,ต. ขมิ้น,Khamin,4601,อ. เมืองกาฬสินธุ์,Mueang Kalasin,46,จ. กาฬสินธุ์,Kalasin,16.607,103.569
4,441007,ต. ดงยาง,Dong Yang,4410,อ. นาดูน,Na Dun,44,จ. มหาสารคาม,Maha Sarakham,15.757,103.296
4,220603,ต. หนองชิ่ม,Nong Chim,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.417,102.178
4,160407,ต. ท่าดินดำ,Tha Din Dam,1604,อ. ชัยบาดาล,Chai Badan,16,จ. ลพบุรี,Lop Buri,15.150,101.134
4,661001,ต. ห้วยแก้ว,Huai Kaeo,6610,อ. บึงนาราง,Bueng Na Rang,66,จ. พิจิตร,Phichit,16.162,100.111
4,260310,ต. ศรีกะอาง,Si Ka-Ang,2603,อ. บ้านนา,Ban Na,26,จ. นครนายก,Nakhon Nayok,14.308,101.117
4,450401,ต. หัวช้าง,Hua Chang,4504,อ. จตุรพักตรพิมาน,Chaturaphak Phiman,45,จ. ร้อยเอ็ด,Roi Et,15.845,103.569
4,330305,ต. หนองแวง,Nong Waeng,3303,อ. กันทรารมย์,Kanthararom,33,จ. ศรีสะเกษ,Si Sa Ket,15.194,104.658
4,331903,ต. หนองงูเหลือม,Nong Ngu Lueam,3319,อ. เบญจลักษ์,Benchalak,33,จ. ศรีสะเกษ,Si Sa Ket,14.836,104.653
4,402404,ต. หนองแซง,Nong Saeng,4024,อ. บ้านแฮด,Ban Haet,40,จ. ขอนแก่น,Khon Kaen,16.175,102.809
4,270101,ต. สระแก้ว,Sa Kaeo,2701,อ. เมืองสระแก้ว,Mueang Sa Kaeo,27,จ. สระแก้ว,Sa kaeo,13.803,102.077
4,470117,ต. เหล่าปอแดง,Lao Po Daeng,4701,อ. เมืองสกลนคร,Mueang Sakon Nakhon,47,จ. สกลนคร,Sakon Nakhon,17.137,104.212
4,440604,ต. วังไชย,Wang Chai,4406,อ. บรบือ,Borabue,44,จ. มหาสารคาม,Maha Sarakham,15.986,103.064
4,720408,ต. องครักษ์,Ongkharak,7204,อ. บางปลาม้า,Bang Pla Ma,72,จ. สุพรรณบุรี,Suphan Buri,14.374,100.236
4,160302,ต. เกาะแก้ว,Ko Kaeo,1603,อ. โคกสำโรง,Khok Samrong,16,จ. ลพบุรี,Lop Buri,15.136,100.736
4,960406,ต. ตะปอเยาะ,Tapo Yo,9604,อ. ยี่งอ,Yi-ngo,96,จ. นราธิวาส,Narathiwat,6.457,101.663
4,640301,ต. โตนด,Tanot,6403,อ. คีรีมาศ,Khiri Mat,64,จ. สุโขทัย,Sukhothai,16.839,99.824
4,931104,ต. ลำสินธุ์,Lam Sin,9311,อ. ศรีนครินทร์,Srinagarindra,93,จ. พัทลุง,Phatthalung,7.495,99.875
4,620707,ต. จันทิมา,Chanthima,6207,อ. ลานกระบือ,Lan Krabue,62,จ. กำแพงเพชร,Kamphaeng Phet,16.570,99.791
4,740304,ต. โรงเข้,Rong Khe,7403,อ. บ้านแพ้ว,Ban Phaeo,74,จ. สมุทรสาคร,Samut Sakhon,13.521,100.069
4,240605,ต. หนองยาว,Nong Yao,2406,อ. พนมสารคาม,Phanom Sarakham,24,จ. ฉะเชิงเทรา,Chachoengsao,13.816,101.351
4,570802,ต. ป่าสัก,Pa Sak,5708,อ. เชียงแสน,Chiang Saen,57,จ. เชียงราย,Chiang Rai,20.280,100.003
4,341205,ต. หนองทันน้ำ,Nong Than Nam,3412,อ. กุดข้าวปุ้น,Kut Khaopun,34,จ. อุบลราชธานี,Ubon Ratchathani,15.828,105.099
4,332201,ต. กุง,Kung,3322,อ. ศิลาลาด,Sila Lat,33,จ. ศรีสะเกษ,Si Sa Ket,15.474,104.084
4,342002,ต. สำโรง,Samrong,3420,อ. ตาลสุม,Tan Sum,34,จ. อุบลราชธานี,Ubon Ratchathani,15.380,105.233
4,302305,ต. บึงสำโรง,Bueng Samrong,3023,อ. แก้งสนามนาง,Kaeng Sanam Nang,30,จ. นครราชสีมา,Nakhon Ratchasima,15.715,102.198
4,401508,ต. ดงเค็ง,Dong Kheng,4015,อ. หนองสองห้อง,Nong Song Hong,40,จ. ขอนแก่น,Khon Kaen,15.670,102.812
4,450404,ต. โคกล่าม,Khok Lam,4504,อ. จตุรพักตรพิมาน,Chaturaphak Phiman,45,จ. ร้อยเอ็ด,Roi Et,15.908,103.535
4,900306,ต. นาทับ,Na Thap,9003,อ. จะนะ,Chana,90,จ. สงขลา,Songkhla,7.035,100.700
4,300902,ต. ด่านจาก,Dan Chak,3009,อ. โนนไทย,Non Thai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.162,102.095
4,520114,ต. บ้านเป้า,Ban Pao,5201,อ. เมืองลำปาง,Mueang Lampang,52,จ. ลำปาง,Lampang,18.357,99.455
